source,target
HB09061,"rodriguez, rufus b."
HB09061,"albano, antonio ""tonypet"" t."
HB09061,"campos, luis jr. n."
HB09061,"oaminal, henry s."
HB09061,"cua, junie e."
HB09061,"dalipe, manuel jose ""mannix"" m."
HB09061,"arenas, rose marie ""baby"" j."
HB09061,"ortega, pablo c."
HB09061,"salvador-tambunting, joy myra"
HB09061,"reyes, allan benedict s."
HB09061,"violago, micaela s."
HB09061,"natividad-nagaño, maricel g., md."
HB09061,"duavit, michael john r."
HB09061,"momo, romeo sr. s."
HB09061,"mendoza, raymond democrito c."
HB09061,"dy, faustino v ""inno"" a."
HB09061,"frasco, vincent franco 'duke'  d."
HB09061,"daza, paul ruiz"
HB09061,"alfonso, samantha louise vargas"
HB09061,"gonzales, aurelio jr. ""dong"" d."
HB09061,"tan, angelina ""helen"" d.l., m.d."
HB09061,"de jesus, presley c."
HB09061,"ong, jose jr. ""jun"" l."
HB09061,"cabochan, manuel iii dg."
HB09061,"vergara, rosanna ""ria"" v."
HB09061,"yap, eric go"
HB09061,"benitez, francisco ""kiko""  b."
HB09062,"barba, angelo marcos"
HB09063,"barba, angelo marcos"
HB09064,"vargas, alfred d."
HB09065,"vargas, alfred d."
HB09066,"vargas, alfred d."
HB09067,"vargas, alfred d."
HB09068,"dujali, alan ""aldu"" r."
HB09069,"cagas, mercedes ""didi"" c."
HB09070,"cabredo, fernando t."
HB09070,"bordado, gabriel jr. h."
HB09070,"salceda, joey sarte"
HB09070,"nieto, john marvin ""yul servo"" c."
HB09070,"tiangco, john reynald m."
HB09070,"lacson, virgilio s."
HB09070,"pineda, enrico a."
HB09070,"garin, sharon s."
HB09070,"arenas, rose marie ""baby"" j."
HB09070,"yap, victor a."
HB09070,"salvador-tambunting, joy myra"
HB09070,"violago, micaela s."
HB09070,"nolasco, ramon jr. c."
HB09070,"singson-meehan, kristine"
HB09070,"dy, faustino v ""inno"" a."
HB09070,"benitez, francisco ""kiko""  b."
HB09070,"gonzales, aurelio jr. ""dong"" d."
HB09071,"pineda, enrico a."
HB09072,"bordado, gabriel jr. h."
HB09072,"enverga, wilfrido mark m."
HB09072,"ermita-buhain, elenita milagros ""eileen"""
HB09072,"ungab, isidro t."
HB09072,"nuñez-malanyaon, corazon t."
HB09072,"tan, sharee ann t."
HB09072,"gasataya, greg g."
HB09072,"delos santos, alfred c."
HB09072,"gato, ciriaco jr. b."
HB09072,"arroyo, ma. lourdes t."
HB09072,"defensor, lorenz r."
HB09072,"abu, raneo ""ranie"" e."
HB09072,"marcoleta, rodante d."
HB09072,"gorriceta, michael b."
HB09072,"guya, godofredo n."
HB09072,"sagarbarria, manuel t."
HB09072,"olivarez, eric l."
HB09072,"sangcopan, amihilda j."
HB09072,"taduran, rowena niña o."
HB09072,"quimbo, stella luz a."
HB09072,"barba, angelo marcos"
HB09072,"gatchalian, wes"
HB09072,"romualdez, ferdinand martin g."
HB09072,"babasa, leonardo jr. l."
HB09072,"collantes, ma. theresa v."
HB09072,"nograles, jericho jonas b."
HB09072,"revilla, strike b."
HB09072,"gonzalez, sandro l."
HB09072,"deloso-montalla, cheryl p."
HB09072,"cabatbat, argel joseph t."
HB09072,"castro, france l."
HB09072,"acop, resurreccion m."
HB09072,"mariano-hernandez, ruth"
HB09072,"biron, braeden john q."
HB09072,"zarate, carlos isagani t."
HB09072,"escudero, evelina g."
HB09072,"tan, alyssa sheena p."
HB09072,"alonte, marlyn ""len"" b."
HB09072,"loyola, dahlia a."
HB09072,"gonzaga, ruwel peter s."
HB09072,"dalog, maximo jr. y."
HB09072,"tutor, kristine alexie b."
HB09072,"jalosjos, romeo jr. m."
HB09072,"ramirez-sato, josephine"
HB09072,"cabredo, fernando t."
HB09072,"bascug, alfel m."
HB09072,"tiangco, john reynald m."
HB09072,"rodriguez, rufus b."
HB09072,"dagooc, sergio c."
HB09072,"cua, junie e."
HB09072,"zubiri, manuel f."
HB09072,"velasco, lord allan jay q."
HB09072,"dy, faustino michael carlos iii t."
HB09072,"arenas, rose marie ""baby"" j."
HB09072,"suarez, david ""jay-jay"" c."
HB09072,"ortega, pablo c."
HB09072,"radaza, paz c."
HB09072,"suansing, estrellita b."
HB09072,"violago, micaela s."
HB09072,"nolasco, ramon jr. c."
HB09072,"natividad-nagaño, maricel g., md."
HB09072,"go, mark o."
HB09072,"hernandez, ferdinand l."
HB09072,"cuaresma, luisa lloren"
HB09072,"gullas, eduardo ""eddie"" r."
HB09072,"gaite, ferdinand r."
HB09072,"acosta-alba, maria lourdes"
HB09072,"sanchez, hector s."
HB09072,"limkaichong, jocelyn sy"
HB09072,"yap, victor a."
HB09072,"biazon, ruffy b."
HB09072,"chungalao, solomon r."
HB09072,"singson-meehan, kristine"
HB09072,"santos-recto, vilma"
HB09072,"fuentebella, arnie b."
HB09072,"salceda, joey sarte"
HB09072,"sy-alvarado, ""kuya"" jose antonio r."
HB09072,"amante-matba, ma. angelica m."
HB09072,"agabas, tyrone d."
HB09072,"robes, florida ""rida"" p."
HB09072,"bautista-bandigan, lorna p."
HB09072,"macapagal arroyo, juan miguel"
HB09072,"hofer, ann k."
HB09072,"labadlabad, glona g."
HB09072,"umali, alfonso jr. v."
HB09072,"ty, diego ""nonoy"" c."
HB09072,"bolilia, lianda b."
HB09072,"lacson, virgilio s."
HB09072,"flores, jonathan keith t."
HB09072,"fortun, lawrence ""law"" h."
HB09072,"atienza, jose jr. l."
HB09072,"saulog, irene gay f."
HB09072,"de venecia, christopher v.p."
HB09072,"barbers, robert ace s."
HB09072,"cari, carl nicolas c."
HB09072,"haresco, teodorico jr. t."
HB09072,"dimaporo, mohamad khalid q."
HB09072,"lara, joseph ""jojo"" l."
HB09072,"savellano, deogracias victor ""dv"" b."
HB09072,"romualdez, yedda marie k."
HB09072,"dimaporo, abdullah d."
HB09072,"albano, antonio ""tonypet"" t."
HB09072,"campos, luis jr. n."
HB09072,"barzaga, elpidio jr. f."
HB09072,"pineda, enrico a."
HB09072,"dalipe, manuel jose ""mannix"" m."
HB09072,"fortuno, jocelyn f."
HB09072,"eriguel, sandra y., m.d."
HB09072,"salvador-tambunting, joy myra"
HB09072,"aragones, sol"
HB09072,"ouano-dizon, emmarie ""lolypop"" m."
HB09072,"nava, ma. lucille l., m.d."
HB09072,"frasco, vincent franco 'duke'  d."
HB09072,"lusotan, macnell m."
HB09072,"defensor, michael t."
HB09072,"jimenez, cesar jr. ""jawo"" l."
HB09072,"acosta, gil ""kabarangay jr."" a."
HB09072,"ramos, ma. bernardita  ""ditas""  b."
HB09072,"vergara, rosanna ""ria"" v."
HB09072,"ecleo, alan 1 b."
HB09072,"yap, eric go"
HB09072,"sarmiento, edgar mary s."
HB09072,"peña, romulo jr.  ""kid"""
HB09072,"angara, rommel rico t."
HB09072,"garcia, jose enrique iii ""joet"" s."
HB09072,"sakaluran, princess  rihan m."
HB09072,"villafuerte, luis raymund  jr. ""lray"" f."
HB09072,"momo, romeo sr. s."
HB09072,"dy, faustino v ""inno"" a."
HB09072,"vargas, alfred d."
HB09072,"guico, ramon iii ""mon-mon"" v."
HB09072,"daza, paul ruiz"
HB09072,"alfonso, samantha louise vargas"
HB09072,"gonzales, aurelio jr. ""dong"" d."
HB09072,"datol, francisco jr. g."
HB09072,"cabochan, manuel iii dg."
HB09072,"go, ed christopher  s."
HB09072,"benitez, francisco ""kiko""  b."
HB09072,"fariñas, rudys caesar i g."
HB09072,"crisologo, anthony peter ""onyx""  d."
HB09073,"ortega, pablo c."
HB09074,"biron, braeden john q."
HB09075,"garcia, pablo john f."
HB09075,"go, mark o."
HB09075,"yap, eric go"
HB09076,"sy-alvarado, ""kuya"" jose antonio r."
HB09077,"sy-alvarado, ""kuya"" jose antonio r."
HB09078,"rodriguez, rufus b."
HB09079,"rodriguez, rufus b."
HB09080,"rodriguez, rufus b."
HB09081,"rodriguez, rufus b."
HB09082,"rodriguez, rufus b."
HB09083,"rodriguez, rufus b."
HB09084,"rodriguez, rufus b."
HB09085,"rodriguez, rufus b."
HB09086,"go, mark o."
HB09086,"bordado, gabriel jr. h."
HB09086,"enverga, wilfrido mark m."
HB09086,"hernandez, ferdinand l."
HB09086,"veloso, vicente iii ""ching"" s.e."
HB09086,"cuaresma, luisa lloren"
HB09086,"gullas, eduardo ""eddie"" r."
HB09086,"gasataya, greg g."
HB09086,"belmonte, jose christopher y."
HB09086,"defensor, lorenz r."
HB09086,"gorriceta, michael b."
HB09086,"biazon, ruffy b."
HB09086,"dy, ian paul l."
HB09086,"guya, godofredo n."
HB09086,"singson-meehan, kristine"
HB09086,"garcia, pablo john f."
HB09086,"sagarbarria, manuel t."
HB09086,"pimentel, johnny ty"
HB09086,"sangcopan, amihilda j."
HB09086,"nieto, john marvin ""yul servo"" c."
HB09086,"quimbo, stella luz a."
HB09086,"barba, angelo marcos"
HB09086,"romualdo, xavier jesus d."
HB09086,"calderon, peter john d."
HB09086,"robes, florida ""rida"" p."
HB09086,"roman, geraldine b."
HB09086,"revilla, strike b."
HB09086,"labadlabad, glona g."
HB09086,"deloso-montalla, cheryl p."
HB09086,"cabatbat, argel joseph t."
HB09086,"maceda, edward vera perez"
HB09086,"torres-gomez, lucy"
HB09086,"balindong, yasser alonto"
HB09086,"flores, jonathan keith t."
HB09086,"escudero, evelina g."
HB09086,"fortun, lawrence ""law"" h."
HB09086,"saulog, irene gay f."
HB09086,"dujali, alan ""aldu"" r."
HB09086,"tan, alyssa sheena p."
HB09086,"tejada, jose ""ping-ping"" i."
HB09086,"de venecia, christopher v.p."
HB09086,"loyola, dahlia a."
HB09086,"gonzaga, ruwel peter s."
HB09086,"caminero, wilfredo ""willy"" s."
HB09086,"cari, carl nicolas c."
HB09086,"haresco, teodorico jr. t."
HB09086,"tutor, kristine alexie b."
HB09086,"dimaporo, mohamad khalid q."
HB09086,"savellano, deogracias victor ""dv"" b."
HB09086,"bascug, alfel m."
HB09086,"dimaporo, abdullah d."
HB09086,"tiangco, john reynald m."
HB09086,"rodriguez, rufus b."
HB09086,"dagooc, sergio c."
HB09086,"albano, antonio ""tonypet"" t."
HB09086,"campos, luis jr. n."
HB09086,"cua, junie e."
HB09086,"oaminal, henry s."
HB09086,"dy, faustino michael carlos iii t."
HB09086,"dalipe, manuel jose ""mannix"" m."
HB09086,"arenas, rose marie ""baby"" j."
HB09086,"ortega, pablo c."
HB09086,"salvador-tambunting, joy myra"
HB09086,"reyes, allan benedict s."
HB09086,"violago, micaela s."
HB09086,"natividad-nagaño, maricel g., md."
HB09086,"duavit, michael john r."
HB09086,"villafuerte, luis raymund  jr. ""lray"" f."
HB09086,"momo, romeo sr. s."
HB09086,"dy, faustino v ""inno"" a."
HB09086,"frasco, vincent franco 'duke'  d."
HB09086,"defensor, michael t."
HB09086,"daza, paul ruiz"
HB09086,"alfonso, samantha louise vargas"
HB09086,"tan, angelina ""helen"" d.l., m.d."
HB09086,"de jesus, presley c."
HB09086,"ong, jose jr. ""jun"" l."
HB09086,"vergara, rosanna ""ria"" v."
HB09086,"yap, eric go"
HB09086,"benitez, francisco ""kiko""  b."
HB09087,"go, mark o."
HB09087,"bordado, gabriel jr. h."
HB09087,"hernandez, ferdinand l."
HB09087,"veloso, vicente iii ""ching"" s.e."
HB09087,"ermita-buhain, elenita milagros ""eileen"""
HB09087,"nuñez-malanyaon, corazon t."
HB09087,"cuaresma, luisa lloren"
HB09087,"gullas, eduardo ""eddie"" r."
HB09087,"gasataya, greg g."
HB09087,"delos santos, alfred c."
HB09087,"gaite, ferdinand r."
HB09087,"sanchez, hector s."
HB09087,"limkaichong, jocelyn sy"
HB09087,"marcoleta, rodante d."
HB09087,"guya, godofredo n."
HB09087,"singson-meehan, kristine"
HB09087,"sagarbarria, manuel t."
HB09087,"salceda, joey sarte"
HB09087,"sy-alvarado, ""kuya"" jose antonio r."
HB09087,"quimbo, stella luz a."
HB09087,"aguinaldo, naealla bainto"
HB09087,"agabas, tyrone d."
HB09087,"barba, angelo marcos"
HB09087,"robes, florida ""rida"" p."
HB09087,"babasa, leonardo jr. l."
HB09087,"bautista-bandigan, lorna p."
HB09087,"revilla, strike b."
HB09087,"gonzalez, sandro l."
HB09087,"hofer, ann k."
HB09087,"labadlabad, glona g."
HB09087,"ty, diego ""nonoy"" c."
HB09087,"lacson, virgilio s."
HB09087,"flores, jonathan keith t."
HB09087,"zarate, carlos isagani t."
HB09087,"escudero, evelina g."
HB09087,"abueg-zaldivar, cyrille ""beng"" f."
HB09087,"fortun, lawrence ""law"" h."
HB09087,"atienza, jose jr. l."
HB09087,"tan, alyssa sheena p."
HB09087,"tejada, jose ""ping-ping"" i."
HB09087,"de venecia, christopher v.p."
HB09087,"loyola, dahlia a."
HB09087,"gonzaga, ruwel peter s."
HB09087,"dalog, maximo jr. y."
HB09087,"cari, carl nicolas c."
HB09087,"haresco, teodorico jr. t."
HB09087,"jalosjos, romeo jr. m."
HB09087,"cabredo, fernando t."
HB09087,"dimaporo, mohamad khalid q."
HB09087,"savellano, deogracias victor ""dv"" b."
HB09087,"bascug, alfel m."
HB09087,"dimaporo, abdullah d."
HB09087,"tiangco, john reynald m."
HB09087,"rodriguez, rufus b."
HB09087,"fariñas, ria christina g."
HB09087,"dagooc, sergio c."
HB09087,"albano, antonio ""tonypet"" t."
HB09087,"campos, luis jr. n."
HB09087,"cua, junie e."
HB09087,"oaminal, henry s."
HB09087,"zubiri, manuel f."
HB09087,"dy, faustino michael carlos iii t."
HB09087,"arenas, rose marie ""baby"" j."
HB09087,"suarez, david ""jay-jay"" c."
HB09087,"ortega, pablo c."
HB09087,"fortuno, jocelyn f."
HB09087,"lagman, edcel c."
HB09087,"eriguel, sandra y., m.d."
HB09087,"salvador-tambunting, joy myra"
HB09087,"suansing, estrellita b."
HB09087,"violago, micaela s."
HB09087,"nolasco, ramon jr. c."
HB09087,"natividad-nagaño, maricel g., md."
HB09087,"sakaluran, princess  rihan m."
HB09087,"momo, romeo sr. s."
HB09087,"dy, faustino v ""inno"" a."
HB09087,"frasco, vincent franco 'duke'  d."
HB09087,"vargas, alfred d."
HB09087,"defensor, michael t."
HB09087,"jimenez, cesar jr. ""jawo"" l."
HB09087,"guico, ramon iii ""mon-mon"" v."
HB09087,"daza, paul ruiz"
HB09087,"alfonso, samantha louise vargas"
HB09087,"vergara, rosanna ""ria"" v."
HB09087,"go, ed christopher  s."
HB09087,"yap, eric go"
HB09087,"benitez, francisco ""kiko""  b."
HB09087,"fariñas, rudys caesar i g."
HB09088,"go, mark o."
HB09088,"bordado, gabriel jr. h."
HB09088,"enverga, wilfrido mark m."
HB09088,"reyes, allan benedict s."
HB09088,"veloso, vicente iii ""ching"" s.e."
HB09088,"ungab, isidro t."
HB09088,"cuaresma, luisa lloren"
HB09088,"gullas, eduardo ""eddie"" r."
HB09088,"gasataya, greg g."
HB09088,"belmonte, jose christopher y."
HB09088,"abu, raneo ""ranie"" e."
HB09088,"defensor, lorenz r."
HB09088,"gorriceta, michael b."
HB09088,"biazon, ruffy b."
HB09088,"dy, ian paul l."
HB09088,"guya, godofredo n."
HB09088,"singson-meehan, kristine"
HB09088,"garcia, pablo john f."
HB09088,"sagarbarria, manuel t."
HB09088,"olivarez, eric l."
HB09088,"salceda, joey sarte"
HB09088,"quimbo, stella luz a."
HB09088,"agabas, tyrone d."
HB09088,"sacdalan, joselito ""joel"" s."
HB09088,"garbin, alfredo jr. a."
HB09088,"calderon, peter john d."
HB09088,"robes, florida ""rida"" p."
HB09088,"roman, geraldine b."
HB09088,"nograles, jericho jonas b."
HB09088,"revilla, strike b."
HB09088,"labadlabad, glona g."
HB09088,"deloso-montalla, cheryl p."
HB09088,"cabatbat, argel joseph t."
HB09088,"bolilia, lianda b."
HB09088,"maceda, edward vera perez"
HB09088,"torres-gomez, lucy"
HB09088,"flores, jonathan keith t."
HB09088,"balindong, yasser alonto"
HB09088,"nograles, juan fidel felipe f."
HB09088,"escudero, evelina g."
HB09088,"abueg-zaldivar, cyrille ""beng"" f."
HB09088,"saulog, irene gay f."
HB09088,"dujali, alan ""aldu"" r."
HB09088,"tan, alyssa sheena p."
HB09088,"tejada, jose ""ping-ping"" i."
HB09088,"de venecia, christopher v.p."
HB09088,"almario, joel mayo z."
HB09088,"loyola, dahlia a."
HB09088,"gonzaga, ruwel peter s."
HB09088,"caminero, wilfredo ""willy"" s."
HB09088,"cari, carl nicolas c."
HB09088,"haresco, teodorico jr. t."
HB09088,"tutor, kristine alexie b."
HB09088,"jalosjos, romeo jr. m."
HB09088,"dimaporo, mohamad khalid q."
HB09088,"savellano, deogracias victor ""dv"" b."
HB09088,"bascug, alfel m."
HB09088,"dimaporo, abdullah d."
HB09088,"tiangco, john reynald m."
HB09088,"rodriguez, rufus b."
HB09088,"malapitan, dale ""along"" r."
HB09088,"dagooc, sergio c."
HB09088,"albano, antonio ""tonypet"" t."
HB09088,"campos, luis jr. n."
HB09088,"cua, junie e."
HB09088,"oaminal, henry s."
HB09088,"pineda, enrico a."
HB09088,"velasco, lord allan jay q."
HB09088,"dy, faustino michael carlos iii t."
HB09088,"dalipe, manuel jose ""mannix"" m."
HB09088,"arenas, rose marie ""baby"" j."
HB09088,"lagman, edcel c."
HB09088,"ortega, pablo c."
HB09088,"salvador-tambunting, joy myra"
HB09088,"suansing, estrellita b."
HB09088,"violago, micaela s."
HB09088,"natividad-nagaño, maricel g., md."
HB09088,"duavit, michael john r."
HB09088,"momo, romeo sr. s."
HB09088,"romero, michael  l., ph.d."
HB09088,"dy, faustino v ""inno"" a."
HB09088,"frasco, vincent franco 'duke'  d."
HB09088,"daza, paul ruiz"
HB09088,"alfonso, samantha louise vargas"
HB09088,"tan, angelina ""helen"" d.l., m.d."
HB09088,"de jesus, presley c."
HB09088,"ong, jose jr. ""jun"" l."
HB09088,"paduano, joseph stephen ""caraps"" s."
HB09088,"vergara, rosanna ""ria"" v."
HB09088,"yap, eric go"
HB09088,"benitez, francisco ""kiko""  b."
HB09089,"gaite, ferdinand r."
HB09089,"brosas, arlene d."
HB09089,"zarate, carlos isagani t."
HB09089,"cullamat, eufemia ""ka femia"" c."
HB09089,"castro, france l."
HB09089,"elago, sarah jane i."
HB09090,"villafuerte, luis raymund  jr. ""lray"" f."
HB09091,"villafuerte, luis raymund  jr. ""lray"" f."
HB09092,"villafuerte, luis raymund  jr. ""lray"" f."
HB09093,"villafuerte, luis raymund  jr. ""lray"" f."
HB09094,"villafuerte, luis raymund  jr. ""lray"" f."
HB09095,"villafuerte, luis raymund  jr. ""lray"" f."
HB09096,"villafuerte, luis raymund  jr. ""lray"" f."
HB09097,"villafuerte, luis raymund  jr. ""lray"" f."
HB09098,"villafuerte, luis raymund  jr. ""lray"" f."
HB09099,"villafuerte, luis raymund  jr. ""lray"" f."
HB09100,"villafuerte, luis raymund  jr. ""lray"" f."
HB09101,"villafuerte, luis raymund  jr. ""lray"" f."
HB09102,"villafuerte, luis raymund  jr. ""lray"" f."
HB09103,"villafuerte, luis raymund  jr. ""lray"" f."
HB09104,"villafuerte, luis raymund  jr. ""lray"" f."
HB09105,"villafuerte, luis raymund  jr. ""lray"" f."
HB09106,"villafuerte, luis raymund  jr. ""lray"" f."
HB09107,"villafuerte, luis raymund  jr. ""lray"" f."
HB09108,"villafuerte, luis raymund  jr. ""lray"" f."
HB09109,"villafuerte, luis raymund  jr. ""lray"" f."
HB09110,"villafuerte, luis raymund  jr. ""lray"" f."
HB09111,"villafuerte, luis raymund  jr. ""lray"" f."
HB09112,"villafuerte, luis raymund  jr. ""lray"" f."
HB09113,"villafuerte, luis raymund  jr. ""lray"" f."
HB09114,"villafuerte, luis raymund  jr. ""lray"" f."
HB09115,"villafuerte, luis raymund  jr. ""lray"" f."
HB09116,"villafuerte, luis raymund  jr. ""lray"" f."
HB09117,"villafuerte, luis raymund  jr. ""lray"" f."
HB09118,"villafuerte, luis raymund  jr. ""lray"" f."
HB09119,"villafuerte, luis raymund  jr. ""lray"" f."
HB09120,"villafuerte, luis raymund  jr. ""lray"" f."
HB09121,"villafuerte, luis raymund  jr. ""lray"" f."
HB09122,"villafuerte, luis raymund  jr. ""lray"" f."
HB09123,"villafuerte, luis raymund  jr. ""lray"" f."
HB09124,"villafuerte, luis raymund  jr. ""lray"" f."
HB09125,"villafuerte, luis raymund  jr. ""lray"" f."
HB09126,"villafuerte, luis raymund  jr. ""lray"" f."
HB09127,"villafuerte, luis raymund  jr. ""lray"" f."
HB09128,"villafuerte, luis raymund  jr. ""lray"" f."
HB09129,"villafuerte, luis raymund  jr. ""lray"" f."
HB09130,"villafuerte, luis raymund  jr. ""lray"" f."
HB09131,"villafuerte, luis raymund  jr. ""lray"" f."
HB09132,"villafuerte, luis raymund  jr. ""lray"" f."
HB09133,"villafuerte, luis raymund  jr. ""lray"" f."
HB09134,"salvador-tambunting, joy myra"
HB09135,"salvador-tambunting, joy myra"
HB09136,"salvador-tambunting, joy myra"
HB09137,"salvador-tambunting, joy myra"
HB09138,"salvador-tambunting, joy myra"
HB09139,"benitez, francisco ""kiko""  b."
HB09140,"villa, jake vincent"
HB09140,"barzaga, elpidio jr. f."
HB09140,"yap, eric go"
HB09141,"sarmiento, edgar mary s."
HB09142,"go, mark o."
HB09142,"bordado, gabriel jr. h."
HB09142,"enverga, wilfrido mark m."
HB09142,"cuaresma, luisa lloren"
HB09142,"gullas, eduardo ""eddie"" r."
HB09142,"gasataya, greg g."
HB09142,"defensor, lorenz r."
HB09142,"gorriceta, michael b."
HB09142,"yap, victor a."
HB09142,"biazon, ruffy b."
HB09142,"dy, ian paul l."
HB09142,"guya, godofredo n."
HB09142,"singson-meehan, kristine"
HB09142,"garcia, pablo john f."
HB09142,"sagarbarria, manuel t."
HB09142,"sy-alvarado, ""kuya"" jose antonio r."
HB09142,"quimbo, stella luz a."
HB09142,"calderon, peter john d."
HB09142,"robes, florida ""rida"" p."
HB09142,"roman, geraldine b."
HB09142,"revilla, strike b."
HB09142,"labadlabad, glona g."
HB09142,"deloso-montalla, cheryl p."
HB09142,"cabatbat, argel joseph t."
HB09142,"maceda, edward vera perez"
HB09142,"torres-gomez, lucy"
HB09142,"balindong, yasser alonto"
HB09142,"flores, jonathan keith t."
HB09142,"escudero, evelina g."
HB09142,"saulog, irene gay f."
HB09142,"dujali, alan ""aldu"" r."
HB09142,"tan, alyssa sheena p."
HB09142,"de venecia, christopher v.p."
HB09142,"tejada, jose ""ping-ping"" i."
HB09142,"loyola, dahlia a."
HB09142,"gonzaga, ruwel peter s."
HB09142,"caminero, wilfredo ""willy"" s."
HB09142,"cari, carl nicolas c."
HB09142,"haresco, teodorico jr. t."
HB09142,"tutor, kristine alexie b."
HB09142,"dimaporo, mohamad khalid q."
HB09142,"savellano, deogracias victor ""dv"" b."
HB09142,"bascug, alfel m."
HB09142,"dimaporo, abdullah d."
